order_placement_date,requested_delivery_date,order_delivery_date,order_quantity,quantity_unit,product_name,material_id,country,origin_region,warehouse_names,company_id,order_id
2021-08-11,2021-08-16,2021-08-16,25.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COAL69189,hwekqdvnab87frboo703
2021-11-30,2021-12-02,2021-12-02,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXJ45718,b95ohs7auigjd3x4yh5h
2022-08-04,2022-08-16,2022-08-16,300.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COXP69073,oa7wkdpehdm6k6hgq6sr
2022-05-10,2022-05-16,2022-05-16,15000000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,COLK48241,p7b4hjkwbjpclmsp94rw
2018-10-30,2018-12-11,2018-12-11,10000.0,KG,Sugar,E131096,France,EU,Sotteville de Rouen,COET99085,gkg5khl1crhm22snju9f
2022-02-09,2022-03-10,2022-03-10,2000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COJQ34559,51ni4eubygs0jx9amsm5
2017-02-01,2017-03-30,2017-03-30,4200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COCH35858,r7goklva2uhtjpk4w0kq
2020-04-07,2020-04-14,2020-04-14,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COLI31187,8sjqontqx45joqynit38
2021-11-17,2022-01-20,2022-01-20,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,CODE03622,cx5dnsvbcq7g4asmzx4n
2022-10-21,2022-10-25,2022-10-25,685.2975999999999,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHV48906,kio5b6iijpshoxxaoz5e
2020-06-18,2020-07-07,2020-07-07,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COZF55602,7ggo46x1w1qxph1y3bqh
2018-11-06,2018-11-14,2018-11-13,0.5,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CODH48299,ok3zy5sro0l9layke3zc
2019-03-13,2019-03-19,2019-03-19,2.1906,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLN23384,xu11to0bogcc1u86ag3u
2020-08-13,2020-08-24,2020-08-24,8.0,MT,Gelatin,E164938,France,APAC,Tournan en Brie,COTY61287,1swyutfefz811id07t3l
2018-08-06,2018-09-19,2018-09-19,5000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COAX95708,jokbzvyx9d18k9vak1vp
2020-01-22,2020-01-29,2020-01-28,50.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COAF95758,angw3pajvf9i60k23z2y
2021-06-14,2021-06-30,2021-06-30,1146.8,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORF15305,3c0eq4aw8jhe5s517dxj
2018-01-04,2018-01-08,2018-01-08,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBA28112,17x6xda71ebvfwb5hsts
2019-04-24,2019-04-29,2019-04-29,5.0,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COHC78442,68cfff8tx134l8xafsum
2020-11-20,2020-11-24,2020-11-24,4000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COWZ71307,uxqjctpvev64groabeaw
2017-05-24,2017-05-30,2017-05-31,1.1515,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COQJ46597,qw29py5kh2nxxms3rag0
2019-09-11,2019-09-18,2019-09-18,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COSI52657,kxxkxnoad78qig6uo3zi
2020-07-06,2020-07-08,2020-07-08,2115.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COSI94973,n1a7kne1ybmzpsctpn7y
2021-12-09,2022-01-10,2022-01-10,5250.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COVR80601,853j5sfmzqrsjzo98ibo
2020-03-10,2020-03-16,2020-03-16,25.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COJY62187,q18oveuur656ebjvnfow
2022-04-26,2022-05-02,2022-05-02,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COHF89870,apcq7vg6n968xf6v8th1
2019-08-27,2019-08-29,2019-08-29,5500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COHC78442,05oszqg6pkisb8363dht
2018-02-20,2018-02-26,2018-02-26,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COBO21423,g1d9ob6kb9z7fw0c20x4
2017-11-15,2017-11-20,2017-11-20,25.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COPQ46132,50uheh3rfwtevtx3nf27
2021-01-19,2021-01-21,2021-01-21,81.78,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHM73340,e6l8xcgmiurpv2wj6o6u
2020-06-08,2020-06-17,2020-06-17,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COZD36000,9179b9nt5dxi7qodsu9f
2017-05-19,2017-06-07,2017-06-08,1.4,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COJT91079,16x14ai7reficgxloarr
2021-08-03,2021-08-09,2021-08-09,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COVF09263,xc9midux8fmw4vchrhbk
2019-07-10,2019-09-16,2019-09-16,75.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COCW72936,gk9jqtajpp8oei975yql
2021-10-21,2021-10-27,2021-10-27,2.0,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COBC26731,1v2w9y49dz8ftmjn8b3u
2020-10-20,2020-10-26,2020-10-26,27.26,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CODM31677,mam003l4jzwyix7brrba
2017-05-22,2017-05-24,2017-05-24,1727.25,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORF15305,i3al6eja1v2tg2ahn110
2018-10-04,2018-10-11,2018-10-11,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COCY03682,bs6to8wyaqtflvm8nyzh
2017-12-13,2017-12-19,2017-12-19,2350.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COMU44225,hizebg9k4ssb1pbzvr8v
2020-04-30,2020-05-13,2020-05-13,0.2,MT,Sugar,E131096,United Kingdom,EU,Bristol,COZF55602,byezd43w95ch4fodmjmb
2022-07-14,2022-10-26,2022-10-27,6000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COIZ04610,fogevokqy9flvqarjzk0
2021-04-21,2021-04-28,2021-04-28,300.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COXU07233,8ct6176c1k03u0up229e
2019-01-29,2019-02-04,2019-02-04,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COLK92738,oizu7n9en0kertqhnol3
2020-05-13,2020-05-15,2020-05-15,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COWR84952,obopab05dwjate4vv9c0
2020-10-16,2020-10-22,2020-10-22,25.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COIK51269,xfevmy1qnqviexgobzpe
2021-10-04,2021-10-25,2021-10-27,3000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPI60780,8m3rkl39vel08kklseau
2020-11-24,2020-12-01,2020-12-02,4000.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COSX75653,zvmmh541oo5vyfrrloa8
2018-02-16,2018-02-21,2018-02-21,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COFE58289,o34lpqk5fp7ah2csanha
2021-09-24,2021-10-21,2021-10-22,7000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COPB70722,pywdrdpmpcejcilpjz80
2022-09-26,2022-10-10,2022-10-10,6250.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COIF79009,nd3y9qb0e7cxsuo874oh
2021-11-08,2021-11-18,2021-11-18,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COCK41327,l5thlvjyqtaybgi0rr0t
2020-06-22,2020-07-06,2020-07-06,500000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,COGH17617,iaxufvpig3yvr2eu4kb5
2017-07-28,2017-08-02,2017-08-02,125.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COHC07740,7l1376qwvgfri7fz5xbi
2017-10-19,2017-10-24,2017-10-25,3.0,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COJV02648,guj9cwi2skhkxvs6ayll
2022-03-29,2022-04-04,2022-04-04,54.52,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CODM31677,d4yeo6ppywh8ea329hf1
2017-02-09,2017-02-16,2017-02-15,135.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COSI94973,pw26rqh7o0zbo70b2aub
2018-01-15,2018-01-29,2018-01-29,25.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COVP17716,nbwgskwd3x2kb6jy5r1s
2021-12-10,2022-01-18,2022-01-18,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COCH91502,ppn74pf4io2xm43o8joc
2022-11-03,2022-11-16,2022-11-16,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COII50222,ujvxhshv1y04z4vcvzpv
2020-12-08,2020-12-15,2020-12-15,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,CORM20954,wll5v2h31pheiv6ddzv7
2019-04-18,2019-06-05,2019-06-05,4500.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COPM10254,txx6lk7iazgq095egvt6
2017-05-22,2017-05-22,2017-05-22,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COXN20433,7k37foqsr41s6eqxxcx9
2019-10-23,2019-10-28,2019-10-28,3000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COIZ04610,knbz9h0unl0ut5jaysyw
2021-03-03,2021-03-08,2021-03-08,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COOC29323,u2gyiaw7foe4c5pnedl6
2018-03-15,2018-03-20,2018-03-20,125.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COOQ38901,0yokr78l1mrd8jpabsm2
2022-10-03,2022-10-05,2022-10-05,0.57108149,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHV48906,oteymomlf65j1vrkf4ht
2020-08-19,2020-08-27,2020-09-02,0.27,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COQR32700,69a14350q8obw3j6sog2
2022-03-17,2022-03-28,2022-03-28,54.52,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COQW13734,lbwtbv50hya1w3rr43ur
2022-08-30,2022-09-05,2022-09-05,12000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COWM21647,4mfjhojalbh1nyks9urx
2019-04-15,2019-04-18,2019-04-18,500.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COOG72331,ijam31bxpgwjx3bid6v1
2020-02-14,2020-02-20,2020-02-20,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBE05528,lk4aglbd0xqtqv8elspj
2018-06-05,2018-06-07,2018-06-07,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COIO40677,6sfas04lx5z3jufxh8p0
2021-06-08,2021-07-19,2021-07-19,500.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COOI63758,mtz1fpr7h4pzngvxxyn9
2021-08-13,2021-09-09,2021-09-09,7000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COLK58157,t61qskfnnmlwvapfe0hr
2020-03-30,2020-04-02,2020-04-02,300.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZC16371,qsu95iyub31p35zwqyt3
2018-10-02,2018-11-05,2018-11-05,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COTE49041,9uzc2plhs95twbqhsmcr
2018-11-26,2018-12-05,2018-12-05,6000.0,KG,Sugar,E131096,France,EU,Tournan en Brie,COUM75324,cun91wg3hjsos58yofvy
2019-08-05,2019-08-07,2019-08-07,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COXS62219,g72vwmd5tfu2snx1se3x
2018-04-16,2018-04-25,2018-04-25,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COHX65636,r6n18beqerftnvijzx4x
2019-08-16,2019-09-04,2019-09-04,100.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COXG03237,vqbzbrqw5259gmq2p014
2018-10-11,2018-10-16,2018-10-16,0.21855000000000002,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COKP12230,x5dlwy1p6mxswy0szkbn
2022-09-19,2022-09-28,2022-09-28,0.05,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COKH45544,sh8llrb7dfixlbo9ewo7
2017-02-27,2017-03-07,2017-03-07,50.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COAF95758,tcbw5qqb5i92wmsj9uk6
2020-03-02,2020-03-09,2020-03-09,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CODN26752,93p483chelhrx5m8nzf6
2021-12-20,2022-01-07,2022-01-07,25.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COMY97815,yxis81hbudu7xx9igd40
2019-06-18,2019-09-04,2019-09-04,12400.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COMJ86490,cm0tu2aqhknqjge0utx7
2022-11-21,2022-11-30,2022-11-30,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COJQ34559,r07vppm86cxotx76d2kj
2017-05-08,2017-05-16,2017-05-18,2.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COVA41093,rzcv3hrqa9vzeox981bf
2019-03-26,2019-04-15,2019-04-15,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COKH45544,8w80uxn3e6oqe09o8a90
2017-02-03,2017-02-07,2017-02-07,2.1906,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COES53041,6k37e4ey9jvb6hpphpm0
2022-04-19,2022-04-25,2022-04-25,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COZD36000,d5wlwjojafi4ckom5f33
2021-03-08,2021-03-11,2021-03-11,0.10904000000000001,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CODM31677,dnrehu2m6nwmufgyn53k
2021-10-11,2021-12-20,2021-12-20,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COJZ51242,bh423l90mczh7827jtrg
2019-12-19,2020-01-17,2020-01-17,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COJO26928,6iaqiijnn0dyk3fdj2qs
2017-10-09,2017-10-30,2017-10-30,22000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COWX51670,vlc5aalirpdgz2sc0t8d
2019-07-31,2019-08-07,2019-08-07,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COWP36425,hddcirow8a2cqbywlklq
2019-06-17,2019-06-24,2019-06-24,690.9,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,bxxa53xi3c7g0abgb8pm
2019-02-28,2019-03-20,2019-03-20,12000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COPI28073,x76al3g0d2aoblj0ua9o
2022-02-04,2022-03-01,2022-03-01,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CORC17221,6h0feeb9i9exbnxdxwbc
2020-06-15,2020-07-06,2020-07-06,12078.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COUP73752,1jlidiggn92f0j3okeks
2020-06-18,2020-06-23,2020-06-23,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COUW64179,k2vpajspj00vmpqyw5ix
2018-09-10,2018-09-24,2018-09-25,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COCU11838,twgqio1mgn8nl4j1of25
2022-07-21,2022-07-29,2022-07-29,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COIY74444,swokj2ni4zf5187ozymu
2022-02-01,2022-05-17,2022-05-17,12400.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COMJ86490,zzo15u50fh61n7fdrfqx
2020-12-30,2021-02-18,2021-02-18,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COPN12688,780tij7ktspya2otkqxw
2022-03-24,2023-05-30,2023-05-30,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COTE49041,112cd4ysd6shqba3rnqf
2019-04-05,2019-04-10,2019-04-10,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COBN46351,3adtprtzuf0ue99oh12p
2022-02-04,2022-02-16,2022-02-16,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COOJ34355,gx409wnzmo7gde74v6ao
2021-08-12,2021-08-27,2021-08-27,4000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COIF79009,usx9dxznkqwqyo6ilvb8
2019-01-11,2019-01-24,2019-01-23,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COWV99878,dm1aozujv1cijjrx3xhy
2019-07-11,2019-07-26,2019-07-26,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COCH74792,tdbu2j085rhcjtdakxvx
2018-02-21,2018-02-26,2018-02-26,400.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COOM76543,1bl6f6fu547otb85vif8
2017-10-25,2017-10-30,2017-10-30,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COAJ46725,1j67kjfclccr9d47d7nc
2017-10-09,2017-10-16,2017-10-16,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COBE05528,2dzdrhezul4ae6ya8s2d
2019-04-16,2019-04-25,2019-04-26,300.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXP69073,det4kerz1v8rsrkpvi2c
2018-02-16,2018-02-20,2018-02-20,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COZY31704,7rwe9eukifm5ci7hbvpx
2017-12-18,2017-12-20,2017-12-20,14.57,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CONA30329,nojmgl1rlcfnr37qtzjs
2021-09-22,2021-09-27,2021-09-27,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COPA24062,6pvs9v9bd9zmq77hns54
2022-09-26,2022-10-11,2022-10-11,750.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CORW37630,gwdfo1nnj5rxc4xj4a3s
2022-02-01,2022-05-10,2022-05-10,12400.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COMJ86490,8pgbzq35aw3ovy92defq
2020-03-13,2020-05-04,2020-05-05,10000.0,KG,Sugar,E131096,France,EU,Sotteville de Rouen,COQM96109,gsem2fitguktq5smvvbj
2020-05-11,2020-05-15,2020-05-15,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,b1jven2z7mb41g877fxv
2018-02-06,2018-02-13,2018-02-13,0.1,MT,Sugar,E131096,United Kingdom,EU,Swansea,COWP36425,7a7kx7mr9vqiet4akw6z
2020-07-27,2020-07-31,2020-07-31,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORF15305,lkw5e11dxku2k5ebdstv
2019-09-27,2019-10-29,2019-10-29,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPN12688,ahm9uza9qvefhx0zj7iz
2018-08-22,2018-09-18,2018-09-18,150.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COQZ88996,va3t862vl1tku04vpwym
2022-08-01,2022-08-29,2022-08-29,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COJZ51242,fvtacblqi1n6clpdixcv
2020-03-11,2020-03-16,2020-03-17,300.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COMM87800,tfhakrowx4kk1r6l5akg
2020-03-05,2020-04-07,2020-04-07,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COCH91502,06gkabczlzm7odtlk87n
2020-07-08,2020-08-27,2020-08-27,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COVQ64536,4unffqi1hf2ykgicx7fn
2018-02-26,2018-03-09,2018-03-09,6.6,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COXD78148,ba3vo6yvpdkfeekot16m
2020-01-31,2020-02-10,2020-02-10,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COBQ00591,igovr9ahembh4vsk23af
2017-07-19,2017-07-24,2017-07-24,547.65,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLN23384,pybuxhwrrvaxgumdf4nz
2019-05-13,2019-05-17,2019-05-17,225.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COQR32700,krsn8l0uw6ik209ei8xq
2019-08-22,2019-08-28,2019-08-28,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COPA88379,6tclk04p2ek1hw67y9pp
2018-07-16,2018-08-06,2018-08-06,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COPY59486,pcgq6pe2fdzltoczcece
2018-04-23,2018-05-08,2018-05-08,150.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COKL04503,rt7awrpmehrtvce3skso
2021-01-12,2021-01-18,2021-01-18,1.1515,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COQW13734,6dkflab0qm6ut6fizhjm
2017-02-21,2017-02-22,2017-02-22,575750.0,G,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHV48906,xsnwer8zdxhyou5mhsbd
2021-09-24,2021-10-18,2021-10-18,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COBV57042,j532fpkp555n2r9lm86r
2018-10-24,2018-11-20,2018-11-20,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COFN17802,4yl1w9jpkpf3uz3aoeao
2017-06-06,2017-06-09,2017-06-08,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COJI56541,eultmd3bpeqprvilap1j
2020-10-30,2020-10-30,2020-11-02,550.77,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COKK08840,55cuk5x6g2krt47z0a69
2021-07-20,2021-09-17,2021-09-17,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COJZ51242,0q5n5kxqhxtdqy89fiq0
2020-02-13,2020-03-11,2020-03-11,3.0,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COCS15977,fcuzlzoo0ahwy423pace
2020-01-14,2020-02-10,2020-02-10,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COVQ64536,2f346zssjnj8th1pqua2
2019-10-10,2019-10-16,2019-10-17,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COFJ07286,f9to0wzn4xj765va97kz
2021-10-20,2021-11-25,2021-11-25,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COSH93853,b5fw1duhbx6adlor2tyz
2022-05-03,2022-06-03,2022-06-03,20.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COXE71071,c5hssx0bjckjco6my4gw
2021-12-07,2021-12-10,2021-12-10,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,dshllshwa7slkd4qjd7b
2019-04-25,2019-04-29,2019-04-29,2303.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHZ46419,52xovyxhzpdso9spdu3n
2017-12-29,2018-04-05,2018-04-05,1.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COZI72220,m0sxfc5z5l9hgmtvppfn
2022-08-24,2022-11-16,2022-11-16,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COER82357,niix1sknxd6zmbytjptv
2019-02-21,2019-02-25,2019-02-25,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CODI21812,h31a2mf3g1puxjcn0cl5
2019-07-30,2019-08-07,2019-08-07,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,nkdi2qg6tuq54x1i5482
2019-04-16,2019-04-24,2019-04-24,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COSG45364,q78e5sfe0x7h2cpcc3zk
2019-03-27,2019-03-29,2019-04-01,200.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COQV08352,gyr58mx4yqq14267yurn
2020-03-26,2020-03-31,2020-03-31,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COJO26899,zp1oqkv0n4h2awnf3key
2018-08-29,2018-09-04,2018-09-04,690900.0,G,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,yn2w8g4u1iwaayriberx
2022-02-21,2022-02-24,2022-02-24,75.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COSJ87265,e6l0dcz6pbbouzy46v57
2018-03-19,2018-03-27,2018-03-27,75000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,COVU07240,hlszm6vduqdji6sow4yi
2022-02-08,2022-02-15,2022-02-15,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COCR11533,f5d9rexpfsltj669rea3
2019-10-23,2019-10-25,2019-10-25,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COWR84952,y0xaobk02lvumhf5ox05
2020-02-06,2020-02-25,2020-02-25,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COPA76804,zhi646nz3ha6cbb3vcpe
2020-02-04,2020-02-10,2020-02-10,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COIQ19341,a74tbs9izkm5vgywi7zw
2022-05-13,2022-06-22,2022-06-22,4000.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COSQ41402,pd1otxs3fewsm91kqzjq
2022-06-28,2022-07-07,2022-07-07,50.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COAF95758,amzc39bmth2i5p7vwkfu
2018-07-12,2018-07-17,2018-07-17,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBA28112,90fpi90mb0orr5sr5et3
2017-02-06,2017-02-10,2017-02-10,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COZY31704,h7psxmdx52f7gfppsyaz
2020-09-29,2020-10-01,2020-10-01,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COAV45438,hxdo3gtxyz8akv3udlwr
2020-10-14,2020-10-21,2020-10-21,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COGJ36398,flvrktgu8tl777k1d8nr
2019-08-12,2019-08-20,2019-08-20,300.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXP69073,uu8f855mdtce9sb5mbzg
2019-12-23,2020-01-07,2020-01-07,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COTX54794,jzg8u6mqbiafhe0fwcs4
2018-01-09,2018-01-12,2018-01-12,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COAN98991,bju8oxm9f4oheun5a8xa
2020-11-09,2020-11-16,2020-11-16,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COCS15977,ejgnzfzunq2w9zl5y31k
2019-02-14,2019-02-20,2019-02-20,6000.0,KG,Sugar,E131096,France,EU,Sotteville de Rouen,COUM75324,88no1rbn62nk7hlcnptt
2019-04-26,2019-04-30,2019-04-30,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COZT13993,3m5h0jhk0i7mtpforpok
